Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Fenpropathrin","Sweet Corn, Fresh","468","0"," "," "," ","0.005","M","NT"
"Fenpropathrin","Sweet Corn, Frozen","65","0"," "," "," ","0.005","M","NT"
"Fenpropathrin","Tomatoes","689","37","5.4","0.0037","0.083","0.0022","M","1.0"
"Fenpropathrin","Watermelon","370","0"," "," "," ","0.02","M","0.5"
"Fenpropidin","Grapefruit","90","0"," "," "," ","0.04","M","NT"
"Fenpropidin","Nectarines","578","0"," "," "," ","0.02 - 0.04","M","NT"
"Fenpropidin","Strawberries","706","0"," "," "," ","0.01 - 0.04","M","NT"
"Fenpropidin","Sweet Corn, Fresh","250","0"," "," "," ","0.01 - 0.02","M","NT"
"Fenpropidin","Sweet Corn, Frozen","20","0"," "," "," ","0.01 - 0.02","M","NT"
"Fenpropimorph","Apples","708","0"," "," "," ","0.001","M","NT"
"Fenpropimorph","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Fenpropimorph","Lettuce","378","0"," "," "," ","0.001","M","NT"
"Fenpropimorph","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fenpropimorph","Oranges","707","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Peaches","362","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fenpropimorph","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Watermelon","370","0"," "," "," ","0.001","M","NT"
"Fenpyrazamine","Grapefruit","90","0"," "," "," ","0.02","M","NT"
"Fenpyrazamine","Grapes","708","0"," "," "," ","0.003","M","3"
"Fenpyrazamine","Nectarines","578","0"," "," "," ","0.01 - 0.02","M","NT"
"Fenpyrazamine","Strawberries","706","0"," "," "," ","0.01 - 0.02","M","3"
"Fenpyrazamine","Sweet Corn, Fresh","250","0"," "," "," ","0.01","M","NT"
"Fenpyrazamine","Sweet Corn, Frozen","20","0"," "," "," ","0.01","M","NT"
"Fenpyroximate","Apples","708","27","3.8","0.005","0.023","0.005","M","0.30"
"Fenpyroximate","Cucumbers","378","0"," "," "," ","0.01","M","0.40"
"Fenpyroximate","Grapefruit","90","0"," "," "," ","0.0012","M","0.50"
"Fenpyroximate","Grapes","708","16","2.3","0.0017","0.1061","0.001","M","1.0"
"Fenpyroximate","Lettuce","378","0"," "," "," ","0.005","M","NT"
"Fenpyroximate","Nectarines","578","28","4.8","0.0041","0.09","0.0012 - 0.0025","M","2.0"
"Fenpyroximate","Oranges","707","0"," "," "," ","0.01","M","0.50"
"Fenpyroximate","Peaches","362","1","0.3","0.018","0.018","0.01","M","2.0"
"Fenpyroximate","Pears","705","130","18.4","0.0017","0.0684","0.001","M","0.30"
"Fenpyroximate","Potatoes","707","0"," "," "," ","0.001 - 0.003","M","0.10"
"Fenpyroximate","Spinach","358","0"," "," "," ","0.003","M","NT"
"Fenpyroximate","Strawberries","706","43","6.1","0.002","0.17","0.0012 - 0.0025","M","1.0"
"Fenpyroximate","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fenpyroximate","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fenpyroximate","Tomatoes","708","42","5.9","0.002","0.081","0.001 - 0.003","M","0.20"
"Fenpyroximate","Watermelon","370","0"," "," "," ","0.005","M","0.10"
"Fensulfothion","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Fensulfothion","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fensulfothion","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fensulfothion","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fensulfothion","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fenthion","Cherries","232","0"," "," "," ","0.015","M","NT"
"Fenthion","Cherries, Frozen","453","0"," "," "," ","0.015","M","NT"
"Fenthion","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Fenthion","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Fenthion","Grapes","708","0"," "," "," ","0.01","M","NT"
"Fenthion","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fenthion","Oranges","707","0"," "," "," ","0.005","M","NT"
"Fenthion","Peaches","362","0"," "," "," ","0.005","M","NT"
"Fenthion","Potatoes","707","0"," "," "," ","0.0024","M","NT"
"Fenthion","Spinach","708","0"," "," "," ","0.0024 - 0.015","M","NT"
"Fenthion","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fenthion","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fenthion","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fenthion","Tomatoes","708","0"," "," "," ","0.008","M","NT"
"Fenthion oxygen analog sulfone","Cherries","232","0"," "," "," ","0.014","M","NT"
"Fenthion oxygen analog sulfone","Cherries, Frozen","453","0"," "," "," ","0.014","M","NT"
"Fenthion oxygen analog sulfone","Grapes","708","0"," "," "," ","0.015","M","NT"
"Fenthion oxygen analog sulfone","Spinach","350","0"," "," "," ","0.014","M","NT"
"Fenthion oxygen analog sulfoxide","Cherries","232","0"," "," "," ","0.014","M","NT"
"Fenthion oxygen analog sulfoxide","Cherries, Frozen","453","0"," "," "," ","0.014","M","NT"
"Fenthion oxygen analog sulfoxide","Spinach","350","0"," "," "," ","0.014","M","NT"
"Fenthion sulfone","Cherries","232","0"," "," "," ","0.12","M","NT"
"Fenthion sulfone","Cherries, Frozen","453","0"," "," "," ","0.12","M","NT"
"Fenthion sulfone","Grapefruit","90","0"," "," "," ","0.02","M","NT"
"Fenthion sulfone","Grapes","708","0"," "," "," ","0.012","M","NT"
"Fenthion sulfone","Nectarines","578","0"," "," "," ","0.005 - 0.02","M","NT"
"Fenthion sulfone","Spinach","350","0"," "," "," ","0.12","M","NT"
"Fenthion sulfone","Strawberries","706","0"," "," "," ","0.005 - 0.02","M","NT"
"Fenthion sulfone","Sweet Corn, Fresh","220","0"," "," "," ","0.005","M","NT"
"Fenthion sulfone","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Fenthion sulfoxide","Cherries","232","0"," "," "," ","0.02","M","NT"
"Fenthion sulfoxide","Cherries, Frozen","453","0"," "," "," ","0.02","M","NT"
"Fenthion sulfoxide","Grapefruit","90","0"," "," "," ","0.02","M","NT"
"Fenthion sulfoxide","Grapes","708","0"," "," "," ","0.012","M","NT"
"Fenthion sulfoxide","Nectarines","578","0"," "," "," ","0.005 - 0.02","M","NT"
"Fenthion sulfoxide","Spinach","350","0"," "," "," ","0.02","M","NT"
"Fenthion sulfoxide","Strawberries","706","0"," "," "," ","0.005 - 0.02","M","NT"
"Fenthion sulfoxide","Sweet Corn, Fresh","196","0"," "," "," ","0.005","M","NT"
"Fenthion sulfoxide","Sweet Corn, Frozen","14","0"," "," "," ","0.005","M","NT"
"Fenuron","Grapefruit","90","0"," "," "," ","0.005","M","NT"
"Fenuron","Nectarines","578","0"," "," "," ","0.005","M","NT"
"Fenuron","Strawberries","706","0"," "," "," ","0.005","M","NT"
"Fenuron","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Fenuron","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Fipronil","Cherries","232","0"," "," "," ","0.02","M","NT"
"Fipronil","Cherries, Frozen","453","0"," "," "," ","0.02","M","NT"
"Fipronil","Cucumbers","378","0"," "," "," ","0.005","M","NT"
"Fipronil","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Fipronil","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fipronil","Oranges","707","0"," "," "," ","0.005","M","NT"
"Fipronil","Peaches","362","0"," "," "," ","0.005","M","NT"
"Fipronil","Potatoes","707","22","3.1","0.003","0.0069","0.0018","M","0.03"
"Fipronil","Spinach","708","0"," "," "," ","0.0018 - 0.02","M","NT"
"Fipronil","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fipronil","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fipronil","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fipronil","Tomatoes","708","0"," "," "," ","0.0018","M","NT"
"Fipronil sulfone (MB46136)","Apples","708","0"," "," "," ","0.05","M","NT"
"Fipronil sulfone (MB46136)","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Fipronil sulfone (MB46136)","Lettuce","378","0"," "," "," ","0.05","M","NT"
"Fipronil sulfone (MB46136)","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fipronil sulfone (MB46136)","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fipronil sulfone (MB46136)","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fipronil sulfone (MB46136)","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fipronil sulfone (MB46136)","Watermelon","370","0"," "," "," ","0.05","M","NT"
"Flazasulfuron","Grapefruit","177","0"," "," "," ","0.005","M","0.01"
"Flazasulfuron","Strawberries","174","0"," "," "," ","0.005","M","NT"
"Flonicamid","Apples","708","7","1","0.01","0.018","0.006","M","0.20"
"Flonicamid","Cherries","232","0"," "," "," ","0.005","M","0.60"
"Flonicamid","Cherries, Frozen","453","0"," "," "," ","0.005","M","0.60"
"Flonicamid","Cucumbers","378","30","7.9","0.011","0.51","0.01","M","1.5"
"Flonicamid","Grapefruit","177","0"," "," "," ","0.01 - 0.1","M","NT"
"Flonicamid","Green Beans","754","0"," "," "," ","0.1","M","NT"
"Flonicamid","Lettuce","378","49","13","0.007","0.66","0.006","M","4.0"
"Flonicamid","Nectarines","578","0"," "," "," ","0.01 - 0.03","M","0.60"
"Flonicamid","Oranges","707","0"," "," "," ","0.01","M","NT"
"Flonicamid","Peaches","362","0"," "," "," ","0.01","M","0.60"
"Flonicamid","Pears","705","0"," "," "," ","0.02","M","0.20"
"Flonicamid","Potatoes","707","1","0.1","0.002","0.002","0.001","M","0.20"
"Flonicamid","Spinach","708","183","25.8","0.002","3.6","0.001 - 0.0049","M","9.0"
"Flonicamid","Strawberries","706","200","28.3","0.01","0.6","0.01 - 0.03","M","1.5"
"Flonicamid","Sweet Corn, Fresh","468","0"," "," "," ","0.03 - 0.1","M","NT"
"Flonicamid","Sweet Corn, Frozen","65","0"," "," "," ","0.03 - 0.1","M","NT"
"Flonicamid","Tomatoes","708","138","19.5","0.002","0.24","0.001 - 0.003","M","0.40"
"Flonicamid","Watermelon","370","2","0.5","0.006","0.01","0.006","M","1.5"
"Fluazifop","Grapefruit","90","0"," "," "," ","0.05","M","0.03"
"Fluazifop","Nectarines","578","0"," "," "," ","0.05","M","0.05"
"Fluazifop","Strawberries","706","0"," "," "," ","0.05","M","NT"
"Fluazifop","Sweet Corn, Fresh","250","0"," "," "," ","0.05","M","NT"
"Fluazifop","Sweet Corn, Frozen","20","0"," "," "," ","0.05","M","NT"
"Fluazifop butyl","Grapefruit","177","0"," "," "," ","0.0012 - 0.005","M","0.03"
"Fluazifop butyl","Grapes","708","0"," "," "," ","0.001","M","0.01"
"Fluazifop butyl","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","0.05"
"Fluazifop butyl","Peanut Butter","315","0"," "," "," ","0.025","M","1.5"
"Fluazifop butyl","Potatoes","707","0"," "," "," ","0.001","M","1.0"
"Fluazifop butyl","Spinach","358","0"," "," "," ","0.001","M","NT"
"Fluazifop butyl","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fluazifop butyl","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fluazifop butyl","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fluazifop butyl","Tomatoes","708","0"," "," "," ","0.001","M","NT"
"Fluazinam","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Fluazinam","Grapes","708","0"," "," "," ","0.02","M","3.0"
"Fluazinam","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fluazinam","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fluazinam","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fluazinam","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Flubendiamide","Apples","708","22","3.1","0.004","0.079","0.0035 - 0.035","M","1.5"
"Flubendiamide","Grapefruit","177","0"," "," "," ","0.0025 - 0.003","M","NT"
"Flubendiamide","Grapes","708","2","0.3","0.0608","0.0856","0.01","M","1.4"
"Flubendiamide","Green Beans","754","27","3.6","0.0033","0.098","0.003","M","0.50"
"Flubendiamide","Lettuce","378","10","2.6","0.016","0.34","0.0035","M","11"
"Flubendiamide","Nectarines","578","24","4.2","0.0037","0.072","0.0025","M","1.6"
"Flubendiamide","Pears","705","6","0.9","0.0167","0.0731","0.01","M","1.5"
"Flubendiamide","Strawberries","706","14","2","0.0025","0.14","0.0025","M","1.5"
"Flubendiamide","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.003","M","0.01"
"Flubendiamide","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.003","M","0.01"
"Flubendiamide","Watermelon","370","0"," "," "," ","0.035","M","0.20"
"Flucythrinate","Grapefruit","90","0"," "," "," ","0.01","M","NT"
"Flucythrinate","Strawberries","174","0"," "," "," ","0.01","M","NT"
"Fludioxonil","Apples","708","251","35.5","0.026","2.8","0.025","M","5.0"
"Fludioxonil","Cherries","232","102","44","0.04","6.5","0.031","M","5.0"
"Fludioxonil","Cherries, Frozen","453","15","3.3","0.041","0.5","0.031","M","5.0"
"Fludioxonil","Cucumbers","378","1","0.3","0.018","0.018","0.005","M","0.45"
"Fludioxonil","Grapefruit","177","1","0.6","0.015","0.015","0.01 - 0.02","M","10"
"Fludioxonil","Grapes","705","110","15.6","0.0333","0.313","0.02","M","2.0"
"Fludioxonil","Green Beans","754","0"," "," "," ","0.05","M","0.4"
"Fludioxonil","Lettuce","378","3","0.8","0.089","0.6","0.025","M","30"
"Fludioxonil","Nectarines","578","415","71.8","0.01","2.5","0.01","M","5.0"
"Fludioxonil","Oranges","707","41","5.8","0.0059","0.11","0.005","M","10"
"Fludioxonil","Peaches","362","236","65.2","0.0057","3.2","0.005","M","5.0"
"Fludioxonil","Peanut Butter","315","0"," "," "," ","0.5","M","0.01"
"Fludioxonil","Pears","705","315","44.7","0.0333","3.9299","0.02","M","5.0"
"Fludioxonil","Potatoes","707","37","5.2","0.02","0.88","0.012 - 0.04","M","6.0"
"Fludioxonil","Spinach","708","2","0.3","0.077","0.37","0.012 - 0.032","M","30"
"Fludioxonil","Strawberries","706","250","35.4","0.01","0.64","0.01","M","3.0"
"Fludioxonil","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.02","M","0.02"
"Fludioxonil","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.02","M","0.02"
"Fludioxonil","Tomatoes","708","13","1.8","0.02","0.087","0.012","M","5.0"
"Fludioxonil","Watermelon","370","0"," "," "," ","0.025","M","0.45"
"Flufenacet","Grapefruit","177","0"," "," "," ","0.005 - 0.01","M","NT"
"Flufenacet","Nectarines","578","0"," "," "," ","0.01","M","NT"
"Flufenacet","Strawberries","706","0"," "," "," ","0.01","M","NT"
"Flufenacet","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.01","M","0.05"
"Flufenacet","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.01","M","0.05"
"Flufenoxuron","Apples","678","0"," "," "," ","0.001","M","0.50"
"Flufenoxuron","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Flufenoxuron","Grapes","708","0"," "," "," ","0.005","M","0.70"
"Flufenoxuron","Lettuce","347","0"," "," "," ","0.001","M","NT"
"Flufenoxuron","Nectarines","578","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flufenoxuron","Pears","705","0"," "," "," ","0.005","M","0.50"
"Flufenoxuron","Strawberries","706","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flufenoxuron","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Flufenoxuron","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Flufenoxuron","Watermelon","339","0"," "," "," ","0.001","M","NT"
"Flufenpyr ethyl","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Flufenpyr ethyl","Nectarines","537","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flufenpyr ethyl","Strawberries","677","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flufenpyr ethyl","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Flufenpyr ethyl","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Flumetsulam","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Flumetsulam","Nectarines","578","0"," "," "," ","0.0025 - 0.005","M","NT"
"Flumetsulam","Strawberries","706","0"," "," "," ","0.0025 - 0.005","M","NT"
"Flumetsulam","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Flumetsulam","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Flumiclorac pentyl","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Flumiclorac pentyl","Nectarines","578","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flumiclorac pentyl","Strawberries","706","0"," "," "," ","0.0012 - 0.005","M","NT"
"Flumiclorac pentyl","Sweet Corn, Fresh","250","0"," "," "," ","0.005","M","NT"
"Flumiclorac pentyl","Sweet Corn, Frozen","20","0"," "," "," ","0.005","M","NT"
"Flumioxazin","Apples","708","0"," "," "," ","0.01","M","0.02"
"Flumioxazin","Cherries","232","0"," "," "," ","0.0099","M","0.02"
"Flumioxazin","Cherries, Frozen","453","0"," "," "," ","0.0099","M","0.02"
"Flumioxazin","Grapefruit","177","0"," "," "," ","0.02","M","NT"
"Flumioxazin","Grapes","708","0"," "," "," ","0.035","M","0.02"
"Flumioxazin","Green Beans","754","0"," "," "," ","0.08","M","NT"
"Flumioxazin","Lettuce","221","0"," "," "," ","0.01","M","NT"
"Flumioxazin","Nectarines","578","0"," "," "," ","0.02","M","0.02"
"Flumioxazin","Pears","705","0"," "," "," ","0.035","M","0.02"
"Flumioxazin","Potatoes","707","0"," "," "," ","0.0015","M","0.02"
"Flumioxazin","Spinach","708","0"," "," "," ","0.0015 - 0.01","M","NT"
"Flumioxazin","Strawberries","706","0"," "," "," ","0.02","M","0.07"
"Flumioxazin","Sweet Corn, Fresh","468","0"," "," "," ","0.01 - 0.02","M","NT"
"Flumioxazin","Sweet Corn, Frozen","65","0"," "," "," ","0.01 - 0.02","M","NT"
"Flumioxazin","Tomatoes","708","0"," "," "," ","0.0015 - 0.005","M","0.02"
"Flumioxazin","Watermelon","370","0"," "," "," ","0.01","M","0.03"
"Fluometuron","Grapefruit","177","0"," "," "," ","0.002 - 0.0025","M","NT"
"Fluometuron","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fluometuron","Peanut Butter","315","0"," "," "," ","0.05","M","0.01"
"Fluometuron","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fluometuron","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.01","M","0.5"
"Fluometuron","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.01","M","0.5"
"Fluopicolide","Apples","708","0"," "," "," ","0.005","M","NT"
"Fluopicolide","Cherries","232","0"," "," "," ","0.013","M","NT"
"Fluopicolide","Cherries, Frozen","453","0"," "," "," ","0.013","M","NT"
"Fluopicolide","Cucumbers","378","46","12.2","0.01","0.055","0.01","M","0.50"
"Fluopicolide","Grapefruit","177","0"," "," "," ","0.0012 - 0.002","M","NT"
"Fluopicolide","Grapes","708","0"," "," "," ","0.01","M","2.0"
"Fluopicolide","Green Beans","754","6","0.8","0.0023","0.021","0.002","M","NT"
"Fluopicolide","Lettuce","378","10","2.6","0.005","0.26","0.005","M","25"
"Fluopicolide","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fluopicolide","Oranges","707","0"," "," "," ","0.01","M","NT"
"Fluopicolide","Potatoes","707","0"," "," "," ","0.0015","M","0.3"
"Fluopicolide","Spinach","708","288","40.7","0.0025","5.4","0.0015 - 0.013","M","25"
"Fluopicolide","Strawberries","706","3","0.4","0.0013","0.0048","0.0012 - 0.0025","M","NT"
"Fluopicolide","Sweet Corn, Fresh","468","0"," "," "," ","0.002 - 0.0025","M","NT"
"Fluopicolide","Sweet Corn, Frozen","65","0"," "," "," ","0.002 - 0.0025","M","NT"
"Fluopicolide","Tomatoes","708","51","7.2","0.0025","0.12","0.0015","M","1.60"
"Fluopicolide","Watermelon","370","32","8.6","0.005","0.034","0.005","M","0.50"
"Fluopyram","Apples","295","4","1.4","0.006","0.042","0.005","M","0.80"
"Fluopyram","Cucumbers","378","15","4","0.014","0.043","0.01","M","0.60"
"Fluopyram","Grapefruit","177","0"," "," "," ","0.0012 - 0.002","M","1.0"
"Fluopyram","Lettuce","345","1","0.3","0.005","0.005","0.005","M","40"
"Fluopyram","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","1.0"
"Fluopyram","Oranges","707","0"," "," "," ","0.01","M","1.0"
"Fluopyram","Strawberries","706","1","0.1","0.039","0.039","0.0012 - 0.0025","M","2.0"
"Fluopyram","Sweet Corn, Fresh","468","0"," "," "," ","0.002 - 0.0025","M","0.03"
"Fluopyram","Sweet Corn, Frozen","65","0"," "," "," ","0.002 - 0.0025","M","0.03"
"Fluoxastrobin","Cherries","232","0"," "," "," ","0.013","M","NT"
"Fluoxastrobin","Cherries, Frozen","453","0"," "," "," ","0.013","M","NT"
"Fluoxastrobin","Cucumbers","378","2","0.5","0.0036","0.01","0.002","M","0.50"
"Fluoxastrobin","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","NT"
"Fluoxastrobin","Green Beans","754","1","0.1","0.0015","0.0015","0.001","M","NT"
"Fluoxastrobin","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Fluoxastrobin","Oranges","707","0"," "," "," ","0.002","M","NT"
"Fluoxastrobin","Peaches","362","0"," "," "," ","0.002","M","NT"
"Fluoxastrobin","Potatoes","707","1","0.1","0.002","0.002","0.0012","M","0.010"
"Fluoxastrobin","Spinach","708","0"," "," "," ","0.0012 - 0.013","M","NT"
"Fluoxastrobin","Strawberries","706","6","0.8","0.0019","0.026","0.0012 - 0.0025","M","1.9"
"Fluoxastrobin","Sweet Corn, Fresh","468","0"," "," "," ","0.001 - 0.0025","M","0.01"
"Fluoxastrobin","Sweet Corn, Frozen","65","0"," "," "," ","0.001 - 0.0025","M","0.01"
"Fluoxastrobin","Tomatoes","708","21","3","0.002","0.062","0.0012","M","1.0"
"Flupyradifurone","Grapefruit","177","14","7.9","0.0013","0.0035","0.0012 - 0.02","M","3.0"
"Flupyradifurone","Strawberries","174","14","8","0.0028","0.061","0.0012","M","1.5"
"Fluquinconazole","Apples","708","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Grapefruit","90","0"," "," "," ","0.0025","M","NT"
"Fluquinconazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Nectarines","578","0"," "," "," ","0.0025","M","NT"
"Fluquinconazole","Strawberries","706","0"," "," "," ","0.0025","M","NT"
"Fluquinconazole","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Fluquinconazole","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Fluquinconazole","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Fluridone","Apples","708","0"," "," "," ","0.001","M","0.1"
"Fluridone","Cherries","232","0"," "," "," ","0.002","M","0.1"
"Fluridone","Cherries, Frozen","453","0"," "," "," ","0.002","M","0.1"
"Fluridone","Cucumbers","378","0"," "," "," ","0.01","M","0.1"
"Fluridone","Grapefruit","177","0"," "," "," ","0.001 - 0.0012","M","0.1"
"Fluridone","Grapes","708","0"," "," "," ","0.001","M","0.1"
"Fluridone","Green Beans","754","0"," "," "," ","0.001","M","0.1"
"Fluridone","Lettuce","378","0"," "," "," ","0.001","M","0.1"
"Fluridone","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","0.1"
"Fluridone","Oranges","707","0"," "," "," ","0.01","M","0.1"
"Fluridone","Peaches","362","0"," "," "," ","0.01","M","0.1"
"Fluridone","Pears","705","0"," "," "," ","0.001","M","0.1"
"Fluridone","Spinach","350","0"," "," "," ","0.002","M","0.1"
"Fluridone","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","0.1"
"Fluridone","Sweet Corn, Fresh","468","0"," "," "," ","0.0025 - 0.025","M","0.1"
"Fluridone","Sweet Corn, Frozen","65","0"," "," "," ","0.0025 - 0.025","M","0.1"
"Fluridone","Watermelon","370","0"," "," "," ","0.001","M","0.1"
"Fluroxypyr","Grapefruit","90","0"," "," "," ","0.05","M","NT"
"Fluroxypyr","Nectarines","578","0"," "," "," ","0.05","M","NT"
"Fluroxypyr","Strawberries","706","0"," "," "," ","0.05","M","NT"
"Fluroxypyr","Sweet Corn, Fresh","250","0"," "," "," ","0.05","M","0.02"
"Fluroxypyr","Sweet Corn, Frozen","20","0"," "," "," ","0.05","M","0.02"
"Flusilazole","Apples","708","0"," "," "," ","0.01","M","NT"
"Flusilazole","Cherries","232","0"," "," "," ","0.008","M","NT"
"Flusilazole","Cherries, Frozen","453","0"," "," "," ","0.008","M","NT"
"Flusilazole","Cucumbers","378","0"," "," "," ","0.01","M","NT"
"Flusilazole","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Flusilazole","Grapes","708","1","0.1","0.0017","0.0017","0.001","M","NT"
"Flusilazole","Lettuce","378","0"," "," "," ","0.01","M","NT"
"Flusilazole","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Flusilazole","Oranges","707","0"," "," "," ","0.01","M","NT"
"Flusilazole","Peaches","362","0"," "," "," ","0.01","M","NT"
"Flusilazole","Spinach","350","0"," "," "," ","0.0081","M","NT"
"Flusilazole","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Flusilazole","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
"Flusilazole","Sweet Corn, Frozen","20","0"," "," "," ","0.0025","M","NT"
"Flusilazole","Watermelon","370","0"," "," "," ","0.01","M","NT"
"Fluthiacet methyl","Grapefruit","177","0"," "," "," ","0.0025 - 0.005","M","NT"
"Fluthiacet methyl","Nectarines","578","0"," "," "," ","0.0025 - 0.01","M","NT"
"Fluthiacet methyl","Strawberries","706","0"," "," "," ","0.0025 - 0.01","M","NT"
"Fluthiacet methyl","Sweet Corn, Fresh","468","0"," "," "," ","0.005 - 0.01","M","0.010"
"Fluthiacet methyl","Sweet Corn, Frozen","65","0"," "," "," ","0.005 - 0.01","M","0.010"
"Flutolanil","Apples","708","0"," "," "," ","0.0015","M","NT"
"Flutolanil","Grapefruit","90","0"," "," "," ","0.0012","M","NT"
"Flutolanil","Lettuce","378","0"," "," "," ","0.0015","M","NT"
"Flutolanil","Nectarines","578","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Flutolanil","Peanut Butter","315","0"," "," "," ","0.1","M","0.5"
"Flutolanil","Strawberries","706","0"," "," "," ","0.0012 - 0.0025","M","NT"
"Flutolanil","Sweet Corn, Fresh","250","0"," "," "," ","0.0025","M","NT"
